date,hour,day_of_week,price_euros_mwh
2020-08-22,19,5,35.07
2020-08-22,20,5,33.36
2020-08-22,21,5,34.34
2020-08-22,22,5,26.44
2020-08-22,23,5,24.41
2020-08-23,0,6,22.14
2020-08-23,1,6,19.32
2020-08-23,2,6,14.91
2020-08-23,3,6,11.84
2020-08-23,4,6,13.87
2020-08-23,5,6,19.20
2020-08-23,6,6,22.19
2020-08-23,7,6,22.68
2020-08-23,8,6,20.98
2020-08-23,9,6,21.90
2020-08-23,10,6,22.20
2020-08-23,11,6,15.00
2020-08-23,12,6,11.99
2020-08-23,13,6,6.87
2020-08-23,14,6,8.01
2020-08-23,15,6,20.06
2020-08-23,16,6,28.00
2020-08-23,17,6,33.41
2020-08-23,18,6,37.32
2020-08-23,19,6,38.87
2020-08-23,20,6,38.07
2020-08-23,21,6,31.99
2020-08-23,22,6,32.26
2020-08-23,23,6,27.95
2020-08-24,0,0,27.14
2020-08-24,1,0,25.50
2020-08-24,2,0,25.50
2020-08-24,3,0,28.90
2020-08-24,4,0,39.79
2020-08-24,5,0,49.92
2020-08-24,6,0,53.13
2020-08-24,7,0,53.84
2020-08-24,8,0,47.10
2020-08-24,9,0,48.00
2020-08-24,10,0,44.01
2020-08-24,11,0,42.31
2020-08-24,12,0,42.10
2020-08-24,13,0,41.20
2020-08-24,14,0,41.92
2020-08-24,15,0,50.25
2020-08-24,16,0,55.87
2020-08-24,17,0,66.33
2020-08-24,18,0,70.16
2020-08-24,19,0,61.44
2020-08-24,20,0,54.90
2020-08-24,21,0,43.97
2020-08-24,22,0,42.60
2020-08-24,23,0,38.23
2020-08-25,0,1,34.48
2020-08-25,1,1,32.76
2020-08-25,2,1,32.68
2020-08-25,3,1,34.70
2020-08-25,4,1,43.71
2020-08-25,5,1,44.84
2020-08-25,6,1,48.09
2020-08-25,7,1,45.24
2020-08-25,8,1,43.07
2020-08-25,9,1,41.69
2020-08-25,10,1,40.07
2020-08-25,11,1,37.85
2020-08-25,12,1,35.91
2020-08-25,13,1,35.57
2020-08-25,14,1,35.65
2020-08-25,15,1,39.00
2020-08-25,16,1,40.99
2020-08-25,17,1,42.04
2020-08-25,18,1,43.25
2020-08-25,19,1,42.32
2020-08-25,20,1,40.45
2020-08-25,21,1,37.69
2020-08-25,22,1,26.01
2020-08-25,23,1,25.13
2020-08-26,0,2,17.88
2020-08-26,1,2,11.99
2020-08-26,2,2,8.65
2020-08-26,3,2,18.14
2020-08-26,4,2,31.48
2020-08-26,5,2,37.09
2020-08-26,6,2,37.82
2020-08-26,7,2,37.86
2020-08-26,8,2,38.60
2020-08-26,9,2,40.62
2020-08-26,10,2,42.57
2020-08-26,11,2,42.31
2020-08-26,12,2,42.51
2020-08-26,13,2,41.48
2020-08-26,14,2,40.30
2020-08-26,15,2,42.57
2020-08-26,16,2,44.77
2020-08-26,17,2,55.42
2020-08-26,18,2,56.85
2020-08-26,19,2,55.00
2020-08-26,20,2,51.52
2020-08-26,21,2,50.95
2020-08-26,22,2,46.91
2020-08-26,23,2,42.91
2020-08-27,0,3,40.02
2020-08-27,1,3,38.93
2020-08-27,2,3,38.30
2020-08-27,3,3,40.02
2020-08-27,4,3,42.93
2020-08-27,5,3,47.78
2020-08-27,6,3,52.02
2020-08-27,7,3,54.66
2020-08-27,8,3,49.69
2020-08-27,9,3,50.01
2020-08-27,10,3,49.46
2020-08-27,11,3,49.46
2020-08-27,12,3,46.91
2020-08-27,13,3,46.91
2020-08-27,14,3,47.87
2020-08-27,15,3,59.59
2020-08-27,16,3,70.39
2020-08-27,17,3,89.91
2020-08-27,18,3,90.00
2020-08-27,19,3,69.00
2020-08-27,20,3,57.90
2020-08-27,21,3,46.13
2020-08-27,22,3,39.90
2020-08-27,23,3,37.30
2020-08-28,0,4,34.73
2020-08-28,1,4,32.47
2020-08-28,2,4,32.01
2020-08-28,3,4,34.74
2020-08-28,4,4,40.88
2020-08-28,5,4,45.71
2020-08-28,6,4,47.99
2020-08-28,7,4,49.01
2020-08-28,8,4,48.00
2020-08-28,9,4,48.00
2020-08-28,10,4,46.00
2020-08-28,11,4,44.33
2020-08-28,12,4,41.44
2020-08-28,13,4,38.25
2020-08-28,14,4,38.25
2020-08-28,15,4,45.08
2020-08-28,16,4,47.98
2020-08-28,17,4,52.11
2020-08-28,18,4,50.35
2020-08-28,19,4,46.66
2020-08-28,20,4,42.36
2020-08-28,21,4,39.19
2020-08-28,22,4,36.82
2020-08-28,23,4,33.76
2020-08-29,0,5,30.74
2020-08-29,1,5,29.27
2020-08-29,2,5,28.31
2020-08-29,3,5,29.00
2020-08-29,4,5,29.60
2020-08-29,5,5,31.76
2020-08-29,6,5,35.94
2020-08-29,7,5,38.30
2020-08-29,8,5,36.84
2020-08-29,9,5,35.85
2020-08-29,10,5,37.75
2020-08-29,11,5,35.24
2020-08-29,12,5,32.75
2020-08-29,13,5,31.67
2020-08-29,14,5,34.71
2020-08-29,15,5,37.00
2020-08-29,16,5,43.98
2020-08-29,17,5,46.39
2020-08-29,18,5,46.91
2020-08-29,19,5,44.99
2020-08-29,20,5,43.00
2020-08-29,21,5,39.26
2020-08-29,22,5,38.20
2020-08-29,23,5,34.98
2020-08-30,0,6,32.08
2020-08-30,1,6,31.34
2020-08-30,2,6,30.74
2020-08-30,3,6,30.98
2020-08-30,4,6,30.59
2020-08-30,5,6,30.74
2020-08-30,6,6,31.97
2020-08-30,7,6,32.25
2020-08-30,8,6,32.39
2020-08-30,9,6,32.25
2020-08-30,10,6,31.38
2020-08-30,11,6,30.40
2020-08-30,12,6,29.97
2020-08-30,13,6,29.23
2020-08-30,14,6,29.98
2020-08-30,15,6,31.41
2020-08-30,16,6,35.18
2020-08-30,17,6,39.08
2020-08-30,18,6,42.70
2020-08-30,19,6,43.13
2020-08-30,20,6,41.97
2020-08-30,21,6,37.00
2020-08-30,22,6,33.39
2020-08-30,23,6,30.82
2020-08-31,0,0,28.89
2020-08-31,1,0,28.43
2020-08-31,2,0,29.41
2020-08-31,3,0,34.39
2020-08-31,4,0,45.24
2020-08-31,5,0,59.94
2020-08-31,6,0,67.25
2020-08-31,7,0,68.84
2020-08-31,8,0,66.53
2020-08-31,9,0,65.41
2020-08-31,10,0,62.76
2020-08-31,11,0,60.00
2020-08-31,12,0,57.48
2020-08-31,13,0,54.99
2020-08-31,14,0,58.95
2020-08-31,15,0,65.49
2020-08-31,16,0,71.60
2020-08-31,17,0,79.06
2020-08-31,18,0,72.66
2020-08-31,19,0,64.86
2020-08-31,20,0,52.02
2020-08-31,21,0,45.00
2020-08-31,22,0,39.20
2020-08-31,23,0,37.91
2020-09-01,0,1,35.93
2020-09-01,1,1,34.91
2020-09-01,2,1,35.89
2020-09-01,3,1,38.33
2020-09-01,4,1,48.08
2020-09-01,5,1,59.00
2020-09-01,6,1,65.26
2020-09-01,7,1,59.96
2020-09-01,8,1,55.36
2020-09-01,9,1,53.92
2020-09-01,10,1,50.86
2020-09-01,11,1,49.77
2020-09-01,12,1,47.12
2020-09-01,13,1,47.00
2020-09-01,14,1,48.58
2020-09-01,15,1,51.84
2020-09-01,16,1,60.00
2020-09-01,17,1,67.24
2020-09-01,18,1,65.93
2020-09-01,19,1,56.51
2020-09-01,20,1,46.95
2020-09-01,21,1,41.28
2020-09-01,22,1,41.67
2020-09-01,23,1,38.02
2020-09-02,0,2,36.35
2020-09-02,1,2,34.72
2020-09-02,2,2,35.70
2020-09-02,3,2,38.35
2020-09-02,4,2,50.13
2020-09-02,5,2,62.23
2020-09-02,6,2,71.11
2020-09-02,7,2,63.51
2020-09-02,8,2,54.51
2020-09-02,9,2,49.50
2020-09-02,10,2,45.02
2020-09-02,11,2,44.11
2020-09-02,12,2,43.96
2020-09-02,13,2,44.02
2020-09-02,14,2,46.46
2020-09-02,15,2,52.35
2020-09-02,16,2,60.40
2020-09-02,17,2,68.89
2020-09-02,18,2,66.05
2020-09-02,19,2,55.46
2020-09-02,20,2,49.34
2020-09-02,21,2,43.94
2020-09-02,22,2,44.55
2020-09-02,23,2,40.93
2020-09-03,0,3,38.36
2020-09-03,1,3,35.84
2020-09-03,2,3,35.43
2020-09-03,3,3,38.73
2020-09-03,4,3,49.50
2020-09-03,5,3,55.98
2020-09-03,6,3,58.52
2020-09-03,7,3,52.35
2020-09-03,8,3,48.17
2020-09-03,9,3,48.00
2020-09-03,10,3,46.98
2020-09-03,11,3,44.35
2020-09-03,12,3,44.30
2020-09-03,13,3,41.47
2020-09-03,14,3,42.65
2020-09-03,15,3,44.69
2020-09-03,16,3,50.12
2020-09-03,17,3,59.99
2020-09-03,18,3,59.92
2020-09-03,19,3,52.57
2020-09-03,20,3,50.01
2020-09-03,21,3,44.11
2020-09-03,22,3,44.34
2020-09-03,23,3,39.07
2020-09-04,0,4,36.20
2020-09-04,1,4,33.40
2020-09-04,2,4,29.55
2020-09-04,3,4,32.93
2020-09-04,4,4,43.17
2020-09-04,5,4,48.43
2020-09-04,6,4,51.67
2020-09-04,7,4,51.25
2020-09-04,8,4,52.84
2020-09-04,9,4,50.46
2020-09-04,10,4,48.81
2020-09-04,11,4,46.24
2020-09-04,12,4,42.54
2020-09-04,13,4,40.16
2020-09-04,14,4,40.09
2020-09-04,15,4,44.34
2020-09-04,16,4,47.95
2020-09-04,17,4,51.79
2020-09-04,18,4,54.93
2020-09-04,19,4,50.52
2020-09-04,20,4,44.00
2020-09-04,21,4,40.37
2020-09-04,22,4,39.58
2020-09-04,23,4,35.34
2020-09-05,0,5,30.98
2020-09-05,1,5,29.01
2020-09-05,2,5,30.06
2020-09-05,3,5,30.06
2020-09-05,4,5,31.60
2020-09-05,5,5,34.20
2020-09-05,6,5,38.30
2020-09-05,7,5,37.55
2020-09-05,8,5,32.70
2020-09-05,9,5,34.91
2020-09-05,10,5,35.65
2020-09-05,11,5,34.89
2020-09-05,12,5,33.23
2020-09-05,13,5,30.50
2020-09-05,14,5,30.04
2020-09-05,15,5,32.62
2020-09-05,16,5,38.21
2020-09-05,17,5,44.04
2020-09-05,18,5,46.84
2020-09-05,19,5,43.08
2020-09-05,20,5,38.94
2020-09-05,21,5,36.74
2020-09-05,22,5,34.04
2020-09-05,23,5,31.00
2020-09-06,0,6,30.45
2020-09-06,1,6,29.39
2020-09-06,2,6,29.39
2020-09-06,3,6,29.60
2020-09-06,4,6,30.80
2020-09-06,5,6,30.90
2020-09-06,6,6,30.80
2020-09-06,7,6,33.20
2020-09-06,8,6,32.19
2020-09-06,9,6,34.27
2020-09-06,10,6,34.10
2020-09-06,11,6,30.70
2020-09-06,12,6,30.28
2020-09-06,13,6,30.73
2020-09-06,14,6,32.40
2020-09-06,15,6,35.10
2020-09-06,16,6,42.01
2020-09-06,17,6,47.19
2020-09-06,18,6,49.44
2020-09-06,19,6,46.75
2020-09-06,20,6,43.88
2020-09-06,21,6,38.50
2020-09-06,22,6,40.00
2020-09-06,23,6,31.07
2020-09-07,0,0,30.90
2020-09-07,1,0,30.53
2020-09-07,2,0,30.58
2020-09-07,3,0,33.32
2020-09-07,4,0,47.13
2020-09-07,5,0,58.44
2020-09-07,6,0,65.05
2020-09-07,7,0,55.80
2020-09-07,8,0,51.51
2020-09-07,9,0,48.93
2020-09-07,10,0,47.04
2020-09-07,11,0,43.98
2020-09-07,12,0,42.52
2020-09-07,13,0,40.11
2020-09-07,14,0,41.37
2020-09-07,15,0,48.03
2020-09-07,16,0,54.78
2020-09-07,17,0,62.37
2020-09-07,18,0,60.52
2020-09-07,19,0,51.11
2020-09-07,20,0,44.90
2020-09-07,21,0,40.50
2020-09-07,22,0,37.71
2020-09-07,23,0,32.40
2020-09-08,0,1,31.70
2020-09-08,1,1,30.55
2020-09-08,2,1,30.55
2020-09-08,3,1,31.87
2020-09-08,4,1,44.40
2020-09-08,5,1,50.26
2020-09-08,6,1,50.00
2020-09-08,7,1,49.00
2020-09-08,8,1,48.14
2020-09-08,9,1,48.94
2020-09-08,10,1,58.22
2020-09-08,11,1,51.19
2020-09-08,12,1,46.92
2020-09-08,13,1,44.51
2020-09-08,14,1,45.57
2020-09-08,15,1,48.91
2020-09-08,16,1,55.80
2020-09-08,17,1,68.37
2020-09-08,18,1,66.29
2020-09-08,19,1,52.26
2020-09-08,20,1,49.24
2020-09-08,21,1,45.26
2020-09-08,22,1,42.11
2020-09-08,23,1,38.35
2020-09-09,0,2,38.30
2020-09-09,1,2,34.97
2020-09-09,2,2,34.77
2020-09-09,3,2,37.17
2020-09-09,4,2,47.84
2020-09-09,5,2,53.41
2020-09-09,6,2,55.07
2020-09-09,7,2,55.07
2020-09-09,8,2,51.92
2020-09-09,9,2,50.36
2020-09-09,10,2,55.50
2020-09-09,11,2,53.42
2020-09-09,12,2,50.09
2020-09-09,13,2,51.00
2020-09-09,14,2,53.02
2020-09-09,15,2,51.40
2020-09-09,16,2,55.78
2020-09-09,17,2,63.62
2020-09-09,18,2,63.96
2020-09-09,19,2,53.54
2020-09-09,20,2,52.26
2020-09-09,21,2,44.52
2020-09-09,22,2,43.47
2020-09-09,23,2,39.54
2020-09-10,0,3,37.57
2020-09-10,1,3,36.00
2020-09-10,2,3,34.40
2020-09-10,3,3,36.94
2020-09-10,4,3,45.18
2020-09-10,5,3,52.78
2020-09-10,6,3,59.26
2020-09-10,7,3,63.06
2020-09-10,8,3,54.32
2020-09-10,9,3,52.92
2020-09-10,10,3,49.55
2020-09-10,11,3,47.98
2020-09-10,12,3,47.53
2020-09-10,13,3,47.53
2020-09-10,14,3,48.08
2020-09-10,15,3,55.74
2020-09-10,16,3,65.81
2020-09-10,17,3,78.01
2020-09-10,18,3,75.23
2020-09-10,19,3,57.43
2020-09-10,20,3,49.89
2020-09-10,21,3,43.98
2020-09-10,22,3,45.84
2020-09-10,23,3,42.00
2020-09-11,0,4,39.38
2020-09-11,1,4,36.79
2020-09-11,2,4,36.85
2020-09-11,3,4,41.12
2020-09-11,4,4,52.72
2020-09-11,5,4,62.57
2020-09-11,6,4,69.45
2020-09-11,7,4,67.94
2020-09-11,8,4,66.46
2020-09-11,9,4,61.40
2020-09-11,10,4,59.10
2020-09-11,11,4,55.33
2020-09-11,12,4,50.49
2020-09-11,13,4,48.30
2020-09-11,14,4,43.15
2020-09-11,15,4,48.01
2020-09-11,16,4,55.40
2020-09-11,17,4,64.21
2020-09-11,18,4,62.60
2020-09-11,19,4,52.05
2020-09-11,20,4,49.83
2020-09-11,21,4,47.41
2020-09-11,22,4,46.00
2020-09-11,23,4,42.25
2020-09-12,0,5,40.67
2020-09-12,1,5,34.83
2020-09-12,2,5,32.37
2020-09-12,3,5,33.05
2020-09-12,4,5,36.43
2020-09-12,5,5,39.46
2020-09-12,6,5,39.46
2020-09-12,7,5,39.08
2020-09-12,8,5,38.93
2020-09-12,9,5,37.35
2020-09-12,10,5,38.05
2020-09-12,11,5,37.72
2020-09-12,12,5,36.72
2020-09-12,13,5,36.00
2020-09-12,14,5,36.82
2020-09-12,15,5,38.93
2020-09-12,16,5,44.90
2020-09-12,17,5,49.02
2020-09-12,18,5,49.98
2020-09-12,19,5,47.06
2020-09-12,20,5,43.00
2020-09-12,21,5,38.67
2020-09-12,22,5,36.53
2020-09-12,23,5,34.00
2020-09-13,0,6,31.70
2020-09-13,1,6,30.03
2020-09-13,2,6,27.87
2020-09-13,3,6,26.97
2020-09-13,4,6,29.14
2020-09-13,5,6,29.74
2020-09-13,6,6,30.13
2020-09-13,7,6,31.05
2020-09-13,8,6,31.15
2020-09-13,9,6,32.00
2020-09-13,10,6,34.00
2020-09-13,11,6,32.26
2020-09-13,12,6,30.54
2020-09-13,13,6,30.45
2020-09-13,14,6,30.46
2020-09-13,15,6,34.20
2020-09-13,16,6,40.00
2020-09-13,17,6,48.60
2020-09-13,18,6,50.92
2020-09-13,19,6,48.08
2020-09-13,20,6,43.50
2020-09-13,21,6,39.73
2020-09-13,22,6,37.84
2020-09-13,23,6,34.48
2020-09-14,0,0,32.90
2020-09-14,1,0,32.35
2020-09-14,2,0,32.32
2020-09-14,3,0,36.07
2020-09-14,4,0,50.00
2020-09-14,5,0,58.34
2020-09-14,6,0,62.05
2020-09-14,7,0,55.93
2020-09-14,8,0,52.02
2020-09-14,9,0,49.25
2020-09-14,10,0,50.12
2020-09-14,11,0,48.00
2020-09-14,12,0,53.78
2020-09-14,13,0,52.40
2020-09-14,14,0,55.00
2020-09-14,15,0,66.40
2020-09-14,16,0,80.98
2020-09-14,17,0,120.62
2020-09-14,18,0,96.43
2020-09-14,19,0,66.32
2020-09-14,20,0,54.01
2020-09-14,21,0,48.00
2020-09-14,22,0,44.81
2020-09-14,23,0,41.00
2020-09-15,0,1,39.20
2020-09-15,1,1,37.77
2020-09-15,2,1,38.60
2020-09-15,3,1,41.81
2020-09-15,4,1,53.90
2020-09-15,5,1,74.84
2020-09-15,6,1,84.35
2020-09-15,7,1,77.64
2020-09-15,8,1,69.52
2020-09-15,9,1,63.22
2020-09-15,10,1,71.74
2020-09-15,11,1,64.42
2020-09-15,12,1,63.39
2020-09-15,13,1,66.57
2020-09-15,14,1,70.01
2020-09-15,15,1,82.71
2020-09-15,16,1,130.59
2020-09-15,17,1,189.25
2020-09-15,18,1,148.18
2020-09-15,19,1,77.68
2020-09-15,20,1,63.44
2020-09-15,21,1,51.51
2020-09-15,22,1,50.12
2020-09-15,23,1,46.30
2020-09-16,0,2,45.10
2020-09-16,1,2,42.77
2020-09-16,2,2,42.72
2020-09-16,3,2,46.35
2020-09-16,4,2,59.98
2020-09-16,5,2,76.39
2020-09-16,6,2,86.53
2020-09-16,7,2,75.00
2020-09-16,8,2,65.25
2020-09-16,9,2,59.94
2020-09-16,10,2,58.67
2020-09-16,11,2,55.00
2020-09-16,12,2,57.61
2020-09-16,13,2,54.00
2020-09-16,14,2,54.46
2020-09-16,15,2,59.93
2020-09-16,16,2,68.43
2020-09-16,17,2,73.22
2020-09-16,18,2,63.48
2020-09-16,19,2,53.75
2020-09-16,20,2,48.77
2020-09-16,21,2,44.18
2020-09-16,22,2,42.49
2020-09-16,23,2,37.88
2020-09-17,0,3,35.31
2020-09-17,1,3,34.52
2020-09-17,2,3,34.58
2020-09-17,3,3,36.57
2020-09-17,4,3,48.00
2020-09-17,5,3,53.64
2020-09-17,6,3,59.69
2020-09-17,7,3,55.79
2020-09-17,8,3,53.71
2020-09-17,9,3,52.04
2020-09-17,10,3,50.00
2020-09-17,11,3,49.87
2020-09-17,12,3,50.43
2020-09-17,13,3,50.21
2020-09-17,14,3,50.12
2020-09-17,15,3,56.43
2020-09-17,16,3,66.50
2020-09-17,17,3,79.84
2020-09-17,18,3,65.44
2020-09-17,19,3,53.54
2020-09-17,20,3,47.82
2020-09-17,21,3,41.62
2020-09-17,22,3,38.21
2020-09-17,23,3,35.12
2020-09-18,0,4,34.90
2020-09-18,1,4,34.50
2020-09-18,2,4,34.19
2020-09-18,3,4,36.90
2020-09-18,4,4,45.02
2020-09-18,5,4,53.02
2020-09-18,6,4,58.11
2020-09-18,7,4,52.79
2020-09-18,8,4,48.23
2020-09-18,9,4,47.01
2020-09-18,10,4,45.69
2020-09-18,11,4,44.07
2020-09-18,12,4,42.93
2020-09-18,13,4,41.57
2020-09-18,14,4,40.85
2020-09-18,15,4,47.51
2020-09-18,16,4,53.08
2020-09-18,17,4,56.23
2020-09-18,18,4,52.19
2020-09-18,19,4,48.00
2020-09-18,20,4,42.86
2020-09-18,21,4,40.08
2020-09-18,22,4,39.90
2020-09-18,23,4,38.24
2020-09-19,0,5,35.44
2020-09-19,1,5,31.89
2020-09-19,2,5,31.26
2020-09-19,3,5,30.75
2020-09-19,4,5,34.31
2020-09-19,5,5,37.02
2020-09-19,6,5,39.76
2020-09-19,7,5,40.39
2020-09-19,8,5,40.29
2020-09-19,9,5,39.55
2020-09-19,10,5,39.62
2020-09-19,11,5,36.97
2020-09-19,12,5,35.77
2020-09-19,13,5,35.28
2020-09-19,14,5,36.03
2020-09-19,15,5,40.70
2020-09-19,16,5,47.95
2020-09-19,17,5,51.02
2020-09-19,18,5,51.05
2020-09-19,19,5,49.40
2020-09-19,20,5,46.51
2020-09-19,21,5,40.97
2020-09-19,22,5,40.34
2020-09-19,23,5,37.01
2020-09-20,0,6,35.36
2020-09-20,1,6,34.40
2020-09-20,2,6,34.21
2020-09-20,3,6,34.20
2020-09-20,4,6,34.80
2020-09-20,5,6,34.50
2020-09-20,6,6,35.05
2020-09-20,7,6,36.75
2020-09-20,8,6,34.20
2020-09-20,9,6,36.90
2020-09-20,10,6,39.80
2020-09-20,11,6,38.14
2020-09-20,12,6,34.10
2020-09-20,13,6,32.95
2020-09-20,14,6,34.20
2020-09-20,15,6,38.31
2020-09-20,16,6,45.99
2020-09-20,17,6,51.70
2020-09-20,18,6,51.91
2020-09-20,19,6,50.87
2020-09-20,20,6,46.10
2020-09-20,21,6,41.91
2020-09-20,22,6,37.35
2020-09-20,23,6,35.57
2020-09-21,0,0,35.60
2020-09-21,1,0,34.75
2020-09-21,2,0,33.64
2020-09-21,3,0,41.93
2020-09-21,4,0,53.48
2020-09-21,5,0,73.19
2020-09-21,6,0,85.00
2020-09-21,7,0,72.09
2020-09-21,8,0,65.28
2020-09-21,9,0,66.68
2020-09-21,10,0,65.93
2020-09-21,11,0,58.21
2020-09-21,12,0,55.00
2020-09-21,13,0,52.44
2020-09-21,14,0,56.00
2020-09-21,15,0,65.00
2020-09-21,16,0,90.81
2020-09-21,17,0,200.04
2020-09-21,18,0,98.13
2020-09-21,19,0,62.52
2020-09-21,20,0,56.85
2020-09-21,21,0,50.00
2020-09-21,22,0,47.16
2020-09-21,23,0,42.39
2020-09-22,0,1,41.33
2020-09-22,1,1,40.00
2020-09-22,2,1,40.00
2020-09-22,3,1,43.59
2020-09-22,4,1,52.97
2020-09-22,5,1,72.89
2020-09-22,6,1,73.09
2020-09-22,7,1,61.85
2020-09-22,8,1,58.88
2020-09-22,9,1,62.55
2020-09-22,10,1,55.00
2020-09-22,11,1,51.74
2020-09-22,12,1,50.81
2020-09-22,13,1,48.32
2020-09-22,14,1,53.93
2020-09-22,15,1,58.92
2020-09-22,16,1,70.00
2020-09-22,17,1,84.35
2020-09-22,18,1,70.00
2020-09-22,19,1,55.47
2020-09-22,20,1,50.78
2020-09-22,21,1,47.00
2020-09-22,22,1,42.45
2020-09-22,23,1,40.21
2020-09-23,0,2,38.86
2020-09-23,1,2,37.66
2020-09-23,2,2,36.47
2020-09-23,3,2,39.37
2020-09-23,4,2,44.54
2020-09-23,5,2,53.21
2020-09-23,6,2,58.32
2020-09-23,7,2,58.02
2020-09-23,8,2,56.24
2020-09-23,9,2,57.73
2020-09-23,10,2,53.39
2020-09-23,11,2,50.00
2020-09-23,12,2,50.10
2020-09-23,13,2,50.00
2020-09-23,14,2,49.06
2020-09-23,15,2,48.07
2020-09-23,16,2,55.70
2020-09-23,17,2,60.82
2020-09-23,18,2,53.80
2020-09-23,19,2,50.90
2020-09-23,20,2,45.00
2020-09-23,21,2,40.41
2020-09-23,22,2,39.08
2020-09-23,23,2,37.09
2020-09-24,0,3,35.02
2020-09-24,1,3,31.04
2020-09-24,2,3,28.61
2020-09-24,3,3,33.31
2020-09-24,4,3,42.13
2020-09-24,5,3,50.99
2020-09-24,6,3,51.51
2020-09-24,7,3,52.89
2020-09-24,8,3,50.08
2020-09-24,9,3,47.25
2020-09-24,10,3,45.99
2020-09-24,11,3,40.12
2020-09-24,12,3,37.66
2020-09-24,13,3,37.55
2020-09-24,14,3,40.05
2020-09-24,15,3,46.84
2020-09-24,16,3,53.93
2020-09-24,17,3,67.57
2020-09-24,18,3,54.94
2020-09-24,19,3,46.70
2020-09-24,20,3,42.01
2020-09-24,21,3,35.10
2020-09-24,22,3,33.34
2020-09-24,23,3,31.92
2020-09-25,0,4,29.03
2020-09-25,1,4,27.20
2020-09-25,2,4,28.26
2020-09-25,3,4,30.10
2020-09-25,4,4,41.74
2020-09-25,5,4,51.93
2020-09-25,6,4,56.48
2020-09-25,7,4,58.28
2020-09-25,8,4,56.91
2020-09-25,9,4,49.30
2020-09-25,10,4,49.10
2020-09-25,11,4,41.07
2020-09-25,12,4,35.76
2020-09-25,13,4,34.43
2020-09-25,14,4,31.93
2020-09-25,15,4,44.83
2020-09-25,16,4,50.30
2020-09-25,17,4,52.84
2020-09-25,18,4,50.88
2020-09-25,19,4,45.72
2020-09-25,20,4,39.80
2020-09-25,21,4,35.12
2020-09-25,22,4,34.01
2020-09-25,23,4,30.71
2020-09-26,0,5,28.03
2020-09-26,1,5,25.25
2020-09-26,2,5,22.01
2020-09-26,3,5,23.86
2020-09-26,4,5,28.95
2020-09-26,5,5,30.94
2020-09-26,6,5,36.72
2020-09-26,7,5,41.22
2020-09-26,8,5,39.40
2020-09-26,9,5,38.13
2020-09-26,10,5,34.08
2020-09-26,11,5,32.03
2020-09-26,12,5,28.90
2020-09-26,13,5,27.92
2020-09-26,14,5,29.18
2020-09-26,15,5,33.95
2020-09-26,16,5,39.49
2020-09-26,17,5,45.49
2020-09-26,18,5,41.25
2020-09-26,19,5,37.53
2020-09-26,20,5,35.59
2020-09-26,21,5,33.95
2020-09-26,22,5,25.28
2020-09-26,23,5,19.92
2020-09-27,0,6,17.99
2020-09-27,1,6,12.25
2020-09-27,2,6,12.00
2020-09-27,3,6,14.39
2020-09-27,4,6,17.86
2020-09-27,5,6,21.70
2020-09-27,6,6,27.11
2020-09-27,7,6,32.00
2020-09-27,8,6,32.99
2020-09-27,9,6,34.26
2020-09-27,10,6,35.80
2020-09-27,11,6,32.40
2020-09-27,12,6,31.99
2020-09-27,13,6,32.01
2020-09-27,14,6,33.32
2020-09-27,15,6,37.63
2020-09-27,16,6,46.23
2020-09-27,17,6,51.95
2020-09-27,18,6,50.00
2020-09-27,19,6,46.48
2020-09-27,20,6,41.76
2020-09-27,21,6,37.84
2020-09-27,22,6,33.30
2020-09-27,23,6,30.82
2020-09-28,0,0,29.50
2020-09-28,1,0,28.60
2020-09-28,2,0,28.72
2020-09-28,3,0,30.89
2020-09-28,4,0,47.04
2020-09-28,5,0,55.64
2020-09-28,6,0,59.31
2020-09-28,7,0,56.54
2020-09-28,8,0,53.00
2020-09-28,9,0,51.72
2020-09-28,10,0,49.16
2020-09-28,11,0,48.00
2020-09-28,12,0,46.00
2020-09-28,13,0,47.04
2020-09-28,14,0,48.46
2020-09-28,15,0,52.93
2020-09-28,16,0,61.14
2020-09-28,17,0,80.03
2020-09-28,18,0,58.00
2020-09-28,19,0,52.24
2020-09-28,20,0,46.16
2020-09-28,21,0,40.01
2020-09-28,22,0,40.43
2020-09-28,23,0,38.87
2020-09-29,0,1,36.92
2020-09-29,1,1,34.79
2020-09-29,2,1,36.48
2020-09-29,3,1,39.51
2020-09-29,4,1,51.58
2020-09-29,5,1,67.87
2020-09-29,6,1,84.65
2020-09-29,7,1,76.00
2020-09-29,8,1,69.40
2020-09-29,9,1,66.62
2020-09-29,10,1,59.37
2020-09-29,11,1,54.25
2020-09-29,12,1,52.24
2020-09-29,13,1,53.00
2020-09-29,14,1,56.95
2020-09-29,15,1,62.43
2020-09-29,16,1,73.69
2020-09-29,17,1,128.31
2020-09-29,18,1,73.14
2020-09-29,19,1,57.50
2020-09-29,20,1,51.57
2020-09-29,21,1,46.05
2020-09-29,22,1,47.30
2020-09-29,23,1,43.35
2020-09-30,0,2,41.82
2020-09-30,1,2,38.05
2020-09-30,2,2,37.79
2020-09-30,3,2,41.89
2020-09-30,4,2,50.99
2020-09-30,5,2,62.37
2020-09-30,6,2,72.80
2020-09-30,7,2,65.76
2020-09-30,8,2,55.16
2020-09-30,9,2,52.29
2020-09-30,10,2,49.17
2020-09-30,11,2,47.40
2020-09-30,12,2,45.04
2020-09-30,13,2,45.19
2020-09-30,14,2,48.94
